Year,NOC,Sex,Sport,Bronze,Gold,Silver,participates
2000,TPE,F,Table Tennis,1,0,0,5
2004,TPE,F,Table Tennis,0,0,0,2
2008,TPE,F,Table Tennis,0,0,0,2
2012,TPE,F,Table Tennis,0,0,0,2
2016,TPE,F,Table Tennis,0,0,0,3
2020,TPE,F,Table Tennis,1,0,0,3
2024,TPE,F,Table Tennis,0,0,0,3
2000,TPE,F,Taekwondo,1,0,0,2
2004,TPE,F,Taekwondo,0,1,0,2
2008,TPE,F,Taekwondo,0,0,0,2
2012,TPE,F,Taekwondo,1,0,0,2
2016,TPE,F,Taekwondo,0,0,0,2
2020,TPE,F,Taekwondo,1,0,0,2
2024,TPE,F,Taekwondo,0,0,0,1
1996,TPE,F,Tennis,0,0,0,1
2000,TPE,F,Tennis,0,0,0,2
2008,TPE,F,Tennis,0,0,0,2
2012,TPE,F,Tennis,0,0,0,2
2016,TPE,F,Tennis,0,0,0,2
2020,TPE,F,Tennis,0,0,0,4
2024,TPE,F,Tennis,0,0,0,4
2000,TPE,F,Weightlifting,1,0,1,2
2004,TPE,F,Weightlifting,0,0,0,3
2008,TPE,F,Weightlifting,2,0,0,2
2012,TPE,F,Weightlifting,0,0,1,3
2016,TPE,F,Weightlifting,1,1,0,3
2020,TPE,F,Weightlifting,1,1,0,4
2024,TPE,F,Weightlifting,1,0,0,3
2016,TPE,F,Wrestling,0,0,0,1
1984,TPE,M,Archery,0,0,0,1
1988,TPE,M,Archery,0,0,0,3
1996,TPE,M,Archery,0,0,0,3
2004,TPE,M,Archery,0,0,1,3
2008,TPE,M,Archery,0,0,0,3
2012,TPE,M,Archery,0,0,0,3
2016,TPE,M,Archery,0,0,0,3
2020,TPE,M,Archery,0,0,1,3
2024,TPE,M,Archery,0,0,0,3
1956,TPE,M,Athletics,0,0,0,4
1960,TPE,M,Athletics,0,0,1,3
1964,TPE,M,Athletics,0,0,0,3
1968,TPE,M,Athletics,0,0,0,7
1972,TPE,M,Athletics,0,0,0,4
1984,TPE,M,Athletics,0,0,0,6
1988,TPE,M,Athletics,0,0,0,6
1996,TPE,M,Athletics,0,0,0,5
2000,TPE,M,Athletics,0,0,0,1
2004,TPE,M,Athletics,0,0,0,1
2008,TPE,M,Athletics,0,0,0,2
2012,TPE,M,Athletics,0,0,0,4
2016,TPE,M,Athletics,0,0,0,4
2020,TPE,M,Athletics,0,0,0,5
2024,TPE,M,Athletics,0,0,0,3
1996,TPE,M,Badminton,0,0,0,2
2000,TPE,M,Badminton,0,0,0,1
2004,TPE,M,Badminton,0,0,0,2
2008,TPE,M,Badminton,0,0,0,1
2012,TPE,M,Badminton,0,0,0,4
2016,TPE,M,Badminton,0,0,0,3
2020,TPE,M,Badminton,0,1,0,4
2024,TPE,M,Badminton,0,1,0,4
1992,TPE,M,Baseball,0,0,1,20
2004,TPE,M,Baseball,0,0,0,24
2008,TPE,M,Baseball,0,0,0,23
1956,TPE,M,Basketball,0,0,0,11
1956,TPE,M,Boxing,0,0,0,1
1960,TPE,M,Boxing,0,0,0,2
1964,TPE,M,Boxing,0,0,0,7
1968,TPE,M,Boxing,0,0,0,3
1972,TPE,M,Boxing,0,0,0,1
1984,TPE,M,Boxing,0,0,0,2
1988,TPE,M,Boxing,0,0,0,2
1996,TPE,M,Boxing,0,0,0,1
2016,TPE,M,Boxing,0,0,0,1
2024,TPE,M,Boxing,0,0,0,2
2024,TPE,M,Breaking,0,0,0,1
2024,TPE,M,Canoeing,0,0,0,2
1964,TPE,M,Cycling,0,0,0,4
1968,TPE,M,Cycling,0,0,0,5
1972,TPE,M,Cycling,0,0,0,1
1984,TPE,M,Cycling,0,0,0,2
1988,TPE,M,Cycling,0,0,0,2
1992,TPE,M,Cycling,0,0,0,1
1996,TPE,M,Cycling,0,0,0,1
2004,TPE,M,Cycling,0,0,0,1
2008,TPE,M,Cycling,0,0,0,1
2020,TPE,M,Cycling,0,0,0,1
1996,TPE,M,Diving,0,0,0,2
2000,TPE,M,Diving,0,0,0,1
1984,TPE,M,Fencing,0,0,0,2
1988,TPE,M,Fencing,0,0,0,2
2024,TPE,M,Fencing,0,0,0,1
1960,TPE,M,Football,0,0,0,13
2016,TPE,M,Golf,0,0,0,2
2020,TPE,M,Golf,1,0,0,1
2024,TPE,M,Golf,0,0,0,2
1964,TPE,M,Gymnastics,0,0,0,6
1968,TPE,M,Gymnastics,0,0,0,2
1988,TPE,M,Gymnastics,0,0,0,1
2000,TPE,M,Gymnastics,0,0,0,1
2016,TPE,M,Gymnastics,0,0,0,1
2020,TPE,M,Gymnastics,0,0,1,4
2024,TPE,M,Gymnastics,1,0,0,1
1964,TPE,M,Judo,0,0,0,4
1972,TPE,M,Judo,0,0,0,4
1984,TPE,M,Judo,0,0,0,4
1988,TPE,M,Judo,0,0,0,5
1996,TPE,M,Judo,0,0,0,4
2000,TPE,M,Judo,0,0,0,3
2012,TPE,M,Judo,0,0,0,1
2016,TPE,M,Judo,0,0,0,1
2020,TPE,M,Judo,0,0,1,1
2024,TPE,M,Judo,0,0,0,1
2020,TPE,M,Karate,0,0,0,1
1984,TPE,M,Modern Pentathlon,0,0,0,1
1988,TPE,M,Modern Pentathlon,0,0,0,2
2004,TPE,M,Rowing,0,0,0,1
2008,TPE,M,Rowing,0,0,0,1
2012,TPE,M,Rowing,0,0,0,1
1968,TPE,M,Sailing,0,0,0,3
1972,TPE,M,Sailing,0,0,0,1
1984,TPE,M,Sailing,0,0,0,2
1996,TPE,M,Sailing,0,0,0,3
2000,TPE,M,Sailing,0,0,0,1
2008,TPE,M,Sailing,0,0,0,1
2012,TPE,M,Sailing,0,0,0,1
2016,TPE,M,Sailing,0,0,0,1
1956,TPE,M,Shooting,0,0,0,1
1960,TPE,M,Shooting,0,0,0,3
1964,TPE,M,Shooting,0,0,0,6
1968,TPE,M,Shooting,0,0,0,8
1972,TPE,M,Shooting,0,0,0,1
1984,TPE,M,Shooting,0,0,0,3
1988,TPE,M,Shooting,0,0,0,2
1992,TPE,M,Shooting,0,0,0,1
1996,TPE,M,Shooting,0,0,0,2
2004,TPE,M,Shooting,0,0,0,1
2016,TPE,M,Shooting,0,0,0,1
2020,TPE,M,Shooting,0,0,0,2
2024,TPE,M,Shooting,1,0,0,2
1960,TPE,M,Swimming,0,0,0,1
1968,TPE,M,Swimming,0,0,0,2
1972,TPE,M,Swimming,0,0,0,1
1984,TPE,M,Swimming,0,0,0,3
1988,TPE,M,Swimming,0,0,0,3
1996,TPE,M,Swimming,0,0,0,1
2000,TPE,M,Swimming,0,0,0,7
2004,TPE,M,Swimming,0,0,0,7
2008,TPE,M,Swimming,0,0,0,2
2012,TPE,M,Swimming,0,0,0,1
2016,TPE,M,Swimming,0,0,0,1
2020,TPE,M,Swimming,0,0,0,2
2024,TPE,M,Swimming,0,0,0,1
1988,TPE,M,Table Tennis,0,0,0,4
1996,TPE,M,Table Tennis,0,0,0,2
2000,TPE,M,Table Tennis,0,0,0,2
2004,TPE,M,Table Tennis,0,0,0,2
2008,TPE,M,Table Tennis,0,0,0,3
2012,TPE,M,Table Tennis,0,0,0,1
2016,TPE,M,Table Tennis,0,0,0,3
2020,TPE,M,Table Tennis,0,0,0,3
2024,TPE,M,Table Tennis,0,0,0,3
2000,TPE,M,Taekwondo,1,0,0,2
2004,TPE,M,Taekwondo,0,1,1,2
2008,TPE,M,Taekwondo,2,0,0,2
2012,TPE,M,Taekwondo,0,0,0,1
2016,TPE,M,Taekwondo,0,0,0,1
2020,TPE,M,Taekwondo,0,0,0,2
1996,TPE,M,Tennis,0,0,0,2
2004,TPE,M,Tennis,0,0,0,1
2008,TPE,M,Tennis,0,0,0,1
2012,TPE,M,Tennis,0,0,0,1
2016,TPE,M,Tennis,0,0,0,1
2020,TPE,M,Tennis,0,0,0,1
1956,TPE,M,Weightlifting,0,0,0,3
1960,TPE,M,Weightlifting,0,0,0,2
1964,TPE,M,Weightlifting,0,0,0,7
1968,TPE,M,Weightlifting,0,0,0,5
1972,TPE,M,Weightlifting,0,0,0,1
1984,TPE,M,Weightlifting,1,0,0,4
1988,TPE,M,Weightlifting,0,0,0,7
1992,TPE,M,Weightlifting,0,0,0,1
1996,TPE,M,Weightlifting,0,0,0,4
2000,TPE,M,Weightlifting,0,0,0,2
2004,TPE,M,Weightlifting,0,0,0,4
2008,TPE,M,Weightlifting,0,0,0,3
2012,TPE,M,Weightlifting,0,0,0,1
2016,TPE,M,Weightlifting,0,0,0,3
2020,TPE,M,Weightlifting,0,0,0,3
1972,TPE,M,Wrestling,0,0,0,1
1984,TPE,M,Wrestling,0,0,0,1
1988,TPE,M,Wrestling,0,0,0,4
1972,TTO,F,Athletics,0,0,0,1
1984,TTO,F,Athletics,0,0,0,5
1988,TTO,F,Athletics,0,0,0,1
1996,TTO,F,Athletics,0,0,0,1
2000,TTO,F,Athletics,0,0,0,3
2004,TTO,F,Athletics,0,0,0,7
2008,TTO,F,Athletics,0,0,0,10
2012,TTO,F,Athletics,0,0,0,7
2016,TTO,F,Athletics,0,0,0,8
2020,TTO,F,Athletics,0,0,0,9
2024,TTO,F,Athletics,0,0,0,6
1996,TTO,F,Badminton,0,0,0,1
2020,TTO,F,Cycling,0,0,0,1
2016,TTO,F,Gymnastics,0,0,0,1
2020,TTO,F,Judo,0,0,0,1
2016,TTO,F,Rowing,0,0,0,1
2020,TTO,F,Rowing,0,0,0,1
1988,TTO,F,Swimming,0,0,0,1
1996,TTO,F,Swimming,0,0,0,2
2000,TTO,F,Swimming,0,0,0,1
2004,TTO,F,Swimming,0,0,0,2
2008,TTO,F,Swimming,0,0,0,1
2020,TTO,F,Swimming,0,0,0,1
2024,TTO,F,Swimming,0,0,0,1
2000,TTO,F,Taekwondo,0,0,0,1
1948,TTO,M,Athletics,0,0,0,3
1956,TTO,M,Athletics,0,0,0,3
1964,TTO,M,Athletics,2,0,1,6
1968,TTO,M,Athletics,0,0,0,8
1972,TTO,M,Athletics,0,0,0,9
1976,TTO,M,Athletics,0,1,0,10
1980,TTO,M,Athletics,0,0,0,9
1984,TTO,M,Athletics,0,0,0,6
1988,TTO,M,Athletics,0,0,0,2
1992,TTO,M,Athletics,0,0,0,5
1996,TTO,M,Athletics,2,0,0,5
2000,TTO,M,Athletics,1,0,1,12
2004,TTO,M,Athletics,0,0,0,7
2008,TTO,M,Athletics,0,1,1,13
2012,TTO,M,Athletics,2,1,1,13
2016,TTO,M,Athletics,1,0,0,12
2020,TTO,M,Athletics,0,0,0,15
2024,TTO,M,Athletics,0,0,0,7
1984,TTO,M,Boxing,0,0,0,2
1996,TTO,M,Boxing,0,0,0,1
2012,TTO,M,Boxing,0,0,0,1
2016,TTO,M,Boxing,0,0,0,1
2020,TTO,M,Boxing,0,0,0,1
1948,TTO,M,Cycling,0,0,0,1
1956,TTO,M,Cycling,0,0,0,1
1964,TTO,M,Cycling,0,0,0,3
1968,TTO,M,Cycling,0,0,0,7
1972,TTO,M,Cycling,0,0,0,6
1976,TTO,M,Cycling,0,0,0,2
1984,TTO,M,Cycling,0,0,0,1
1988,TTO,M,Cycling,0,0,0,2
1992,TTO,M,Cycling,0,0,0,2
1996,TTO,M,Cycling,0,0,0,1
2012,TTO,M,Cycling,0,0,0,1
2016,TTO,M,Cycling,0,0,0,1
2020,TTO,M,Cycling,0,0,0,2
2024,TTO,M,Cycling,0,0,0,2
2016,TTO,M,Judo,0,0,0,1
1964,TTO,M,Sailing,0,0,0,2
1972,TTO,M,Sailing,0,0,0,2
1984,TTO,M,Sailing,0,0,0,1
2012,TTO,M,Sailing,0,0,0,1
2016,TTO,M,Sailing,0,0,0,1
2020,TTO,M,Sailing,0,0,0,1
1968,TTO,M,Shooting,0,0,0,2
1976,TTO,M,Shooting,0,0,0,1
2004,TTO,M,Shooting,0,0,0,1
2008,TTO,M,Shooting,0,0,0,1
2012,TTO,M,Shooting,0,0,0,1
1968,TTO,M,Swimming,0,0,0,1
1972,TTO,M,Swimming,0,0,0,1
1984,TTO,M,Swimming,0,0,0,1
2000,TTO,M,Swimming,0,0,0,2
2004,TTO,M,Swimming,1,0,0,1
2008,TTO,M,Swimming,0,0,0,2
2012,TTO,M,Swimming,0,0,0,1
2016,TTO,M,Swimming,0,0,0,2
2020,TTO,M,Swimming,0,0,0,1
2024,TTO,M,Swimming,0,0,0,1
1996,TTO,M,Table Tennis,0,0,0,1
2008,TTO,M,Table Tennis,0,0,0,1
2004,TTO,M,Taekwondo,0,0,0,1
1948,TTO,M,Weightlifting,0,0,1,1
1952,TTO,M,Weightlifting,2,0,0,2
1956,TTO,M,Weightlifting,0,0,0,2
1964,TTO,M,Weightlifting,0,0,0,2
1968,TTO,M,Weightlifting,0,0,0,1
2020,TUN,F,Archery,0,0,0,1
2024,TUN,F,Archery,0,0,0,1
1996,TUN,F,Athletics,0,0,0,1
2000,TUN,F,Athletics,0,0,0,3
2004,TUN,F,Athletics,0,0,0,1
2008,TUN,F,Athletics,0,0,0,2
2012,TUN,F,Athletics,0,0,1,2
2016,TUN,F,Athletics,0,0,0,2
2020,TUN,F,Athletics,0,0,0,1
2024,TUN,F,Athletics,0,0,0,1
2012,TUN,F,Boxing,0,0,0,2
2020,TUN,F,Boxing,0,0,0,2
2024,TUN,F,Boxing,0,0,0,1
2012,TUN,F,Canoeing,0,0,0,1
2016,TUN,F,Canoeing,0,0,0,1
2020,TUN,F,Canoeing,0,0,0,2
1996,TUN,F,Fencing,0,0,0,1
2008,TUN,F,Fencing,0,0,0,2
2012,TUN,F,Fencing,0,0,0,4
2016,TUN,F,Fencing,1,0,0,3
2020,TUN,F,Fencing,0,0,0,6
2024,TUN,F,Fencing,0,0,0,1
1996,TUN,F,Judo,0,0,0,2
2000,TUN,F,Judo,0,0,0,3
2004,TUN,F,Judo,0,0,0,3
2008,TUN,F,Judo,0,0,0,4
2012,TUN,F,Judo,0,0,0,3
2016,TUN,F,Judo,0,0,0,3
2020,TUN,F,Judo,0,0,0,3
2024,TUN,F,Judo,0,0,0,2
2000,TUN,F,Rowing,0,0,0,1
2004,TUN,F,Rowing,0,0,0,1
2012,TUN,F,Rowing,0,0,0,1
2016,TUN,F,Rowing,0,0,0,2
2020,TUN,F,Rowing,0,0,0,2
2024,TUN,F,Rowing,0,0,0,2
2016,TUN,F,Sailing,0,0,0,2
2020,TUN,F,Sailing,0,0,0,3
2012,TUN,F,Shooting,0,0,0,1
2016,TUN,F,Shooting,0,0,0,1
2020,TUN,F,Shooting,0,0,0,1
2024,TUN,F,Shooting,0,0,0,1
1976,TUN,F,Swimming,0,0,0,1
1984,TUN,F,Swimming,0,0,0,1
1988,TUN,F,Swimming,0,0,0,1
2012,TUN,F,Swimming,0,0,0,1
2024,TUN,F,Swimming,0,0,0,1
1988,TUN,F,Table Tennis,0,0,0,1
1992,TUN,F,Table Tennis,0,0,0,2
1996,TUN,F,Table Tennis,0,0,0,1
2004,TUN,F,Table Tennis,0,0,0,2
2016,TUN,F,Table Tennis,0,0,0,1
2020,TUN,F,Table Tennis,0,0,0,1
2004,TUN,F,Taekwondo,0,0,0,1
2008,TUN,F,Taekwondo,0,0,0,1
2012,TUN,F,Taekwondo,0,0,0,1
2016,TUN,F,Taekwondo,0,0,0,1
2024,TUN,F,Taekwondo,0,0,0,2
1996,TUN,F,Tennis,0,0,0,1
2008,TUN,F,Tennis,0,0,0,1
2012,TUN,F,Tennis,0,0,0,1
2016,TUN,F,Tennis,0,0,0,1
2020,TUN,F,Tennis,0,0,0,1
2004,TUN,F,Weightlifting,0,0,0,1
2008,TUN,F,Weightlifting,0,0,0,1
2012,TUN,F,Weightlifting,0,0,0,1
2016,TUN,F,Weightlifting,0,0,0,1
2020,TUN,F,Weightlifting,0,0,0,2
2004,TUN,F,Wrestling,0,0,0,1
2008,TUN,F,Wrestling,0,0,0,1
2012,TUN,F,Wrestling,0,0,0,2
2016,TUN,F,Wrestling,1,0,0,2
2020,TUN,F,Wrestling,0,0,0,4
2024,TUN,F,Wrestling,0,0,0,2
2020,TUN,M,Archery,0,0,0,1
1960,TUN,M,Athletics,0,0,0,11
1964,TUN,M,Athletics,0,0,1,6
1968,TUN,M,Athletics,1,1,0,3
1972,TUN,M,Athletics,0,0,1,4
1984,TUN,M,Athletics,0,0,0,2
1988,TUN,M,Athletics,0,0,0,2
1992,TUN,M,Athletics,0,0,0,1
1996,TUN,M,Athletics,0,0,0,5
2000,TUN,M,Athletics,0,0,0,6
2004,TUN,M,Athletics,0,0,0,2
2008,TUN,M,Athletics,0,0,0,2
2012,TUN,M,Athletics,0,0,0,3
2016,TUN,M,Athletics,0,0,0,5
2020,TUN,M,Athletics,0,0,0,2
2024,TUN,M,Athletics,0,0,0,2
2012,TUN,M,Basketball,0,0,0,12
1960,TUN,M,Boxing,0,0,0,5
1964,TUN,M,Boxing,1,0,0,2
1968,TUN,M,Boxing,0,0,0,4
1972,TUN,M,Boxing,0,0,0,3
1976,TUN,M,Boxing,0,0,0,1
1984,TUN,M,Boxing,0,0,0,3
1992,TUN,M,Boxing,0,0,0,3
1996,TUN,M,Boxing,1,0,0,4
2000,TUN,M,Boxing,0,0,0,5
2004,TUN,M,Boxing,0,0,0,5
2008,TUN,M,Boxing,0,0,0,5
2012,TUN,M,Boxing,0,0,0,3
2016,TUN,M,Boxing,0,0,0,2
2012,TUN,M,Canoeing,0,0,0,2
2016,TUN,M,Canoeing,0,0,0,2
2020,TUN,M,Canoeing,0,0,0,2
2024,TUN,M,Canoeing,0,0,0,2
1960,TUN,M,Cycling,0,0,0,4
2008,TUN,M,Cycling,0,0,0,1
2016,TUN,M,Cycling,0,0,0,1
1960,TUN,M,Fencing,0,0,0,4
2000,TUN,M,Fencing,0,0,0,1
2004,TUN,M,Fencing,0,0,0,2
2012,TUN,M,Fencing,0,0,0,2
2016,TUN,M,Fencing,0,0,0,2
2020,TUN,M,Fencing,0,0,0,2
2024,TUN,M,Fencing,0,0,1,1
1960,TUN,M,Football,0,0,0,13
1988,TUN,M,Football,0,0,0,19
1996,TUN,M,Football,0,0,0,17
2004,TUN,M,Football,0,0,0,16
2004,TUN,M,Gymnastics,0,0,0,1
2012,TUN,M,Gymnastics,0,0,0,1
1972,TUN,M,Handball,0,0,0,16
1976,TUN,M,Handball,0,0,0,12
2000,TUN,M,Handball,0,0,0,14
2012,TUN,M,Handball,0,0,0,15
2016,TUN,M,Handball,0,0,0,15
1964,TUN,M,Judo,0,0,0,1
1984,TUN,M,Judo,0,0,0,3
1992,TUN,M,Judo,0,0,0,1
1996,TUN,M,Judo,0,0,0,4
2000,TUN,M,Judo,0,0,0,6
2004,TUN,M,Judo,0,0,0,1
2008,TUN,M,Judo,0,0,0,2
2012,TUN,M,Judo,0,0,0,1
2016,TUN,M,Judo,0,0,0,1
1960,TUN,M,Modern Pentathlon,0,0,0,3
2000,TUN,M,Rowing,0,0,0,1
2012,TUN,M,Rowing,0,0,0,1
2016,TUN,M,Rowing,0,0,0,1
2024,TUN,M,Rowing,0,0,0,1
1992,TUN,M,Sailing,0,0,0,1
2004,TUN,M,Sailing,0,0,0,1
2012,TUN,M,Sailing,0,0,0,1
2016,TUN,M,Sailing,0,0,0,2
2020,TUN,M,Sailing,0,0,0,1
1960,TUN,M,Shooting,0,0,0,2
2020,TUN,M,Shooting,0,0,0,1
1976,TUN,M,Swimming,0,0,0,1
2000,TUN,M,Swimming,0,0,0,1
2004,TUN,M,Swimming,0,0,0,2
2008,TUN,M,Swimming,0,1,0,1
2012,TUN,M,Swimming,1,1,0,3
2016,TUN,M,Swimming,0,0,0,2
2020,TUN,M,Swimming,0,1,0,2
2024,TUN,M,Swimming,0,0,0,1
1988,TUN,M,Table Tennis,0,0,0,3
1992,TUN,M,Table Tennis,0,0,0,1
2000,TUN,M,Table Tennis,0,0,0,1
2020,TUN,M,Table Tennis,0,0,0,1
2004,TUN,M,Taekwondo,0,0,0,2
2016,TUN,M,Taekwondo,1,0,0,2
2020,TUN,M,Taekwondo,0,0,1,1
2024,TUN,M,Taekwondo,1,1,0,2
2012,TUN,M,Tennis,0,0,0,1
2016,TUN,M,Tennis,0,0,0,1
2024,TUN,M,Tennis,0,0,0,1
1972,TUN,M,Volleyball,0,0,0,11
1984,TUN,M,Volleyball,0,0,0,12
1988,TUN,M,Volleyball,0,0,0,12
1996,TUN,M,Volleyball,0,0,0,12
2004,TUN,M,Volleyball,0,0,0,11
2012,TUN,M,Volleyball,0,0,0,12
2016,TUN,M,Volleyball,0,0,0,2
2020,TUN,M,Volleyball,0,0,0,12
1984,TUN,M,Weightlifting,0,0,0,2
1992,TUN,M,Weightlifting,0,0,0,1
2000,TUN,M,Weightlifting,0,0,0,1
2004,TUN,M,Weightlifting,0,0,0,1
2008,TUN,M,Weightlifting,0,0,0,1
2012,TUN,M,Weightlifting,0,0,0,1
2016,TUN,M,Weightlifting,0,0,0,1
2020,TUN,M,Weightlifting,0,0,0,3
2024,TUN,M,Weightlifting,0,0,0,1
1972,TUN,M,Wrestling,0,0,0,1
1988,TUN,M,Wrestling,0,0,0,3
1992,TUN,M,Wrestling,0,0,0,3
1996,TUN,M,Wrestling,0,0,0,3
2000,TUN,M,Wrestling,0,0,0,4
2008,TUN,M,Wrestling,0,0,0,2
2012,TUN,M,Wrestling,0,0,0,5
2016,TUN,M,Wrestling,0,0,0,2
2020,TUN,M,Wrestling,0,0,0,6
2024,TUN,M,Wrestling,0,0,0,1
1988,TUR,F,Archery,0,0,0,3
1992,TUR,F,Archery,0,0,0,3
1996,TUR,F,Archery,0,0,0,3
2000,TUR,F,Archery,0,0,0,3
2004,TUR,F,Archery,0,0,0,3
2008,TUR,F,Archery,0,0,0,1
2012,TUR,F,Archery,0,0,0,1
2016,TUR,F,Archery,0,0,0,1
2020,TUR,F,Archery,0,0,0,1
2024,TUR,F,Archery,0,0,0,1
1948,TUR,F,Athletics,0,0,0,1
1960,TUR,F,Athletics,0,0,0,3
1984,TUR,F,Athletics,0,0,0,1
1988,TUR,F,Athletics,0,0,0,1
1996,TUR,F,Athletics,0,0,0,2
2000,TUR,F,Athletics,0,0,0,4
2004,TUR,F,Athletics,0,0,0,9
2008,TUR,F,Athletics,0,0,1,9
2012,TUR,F,Athletics,0,1,1,23
2016,TUR,F,Athletics,0,0,0,11
2020,TUR,F,Athletics,0,0,0,8
2024,TUR,F,Athletics,0,0,0,6
2012,TUR,F,Badminton,0,0,0,1
2016,TUR,F,Badminton,0,0,0,1
2020,TUR,F,Badminton,0,0,0,1
2024,TUR,F,Badminton,0,0,0,1
2012,TUR,F,Basketball,0,0,0,12
2016,TUR,F,Basketball,0,0,0,11
2020,TUR,F,Boxing,0,1,1,3
2024,TUR,F,Boxing,1,0,2,5
2016,TUR,F,Canoeing,0,0,0,1
1976,TUR,F,Diving,0,0,0,1
1936,TUR,F,Fencing,0,0,0,2
1972,TUR,F,Fencing,0,0,0,1
2016,TUR,F,Fencing,0,0,0,1
2020,TUR,F,Fencing,0,0,0,1
2024,TUR,F,Fencing,0,0,0,1
2012,TUR,F,Gymnastics,0,0,0,1
2016,TUR,F,Gymnastics,0,0,0,1
2020,TUR,F,Gymnastics,0,0,0,1
1992,TUR,F,Judo,1,0,0,2
1996,TUR,F,Judo,0,0,0,2
2000,TUR,F,Judo,0,0,0,1
2004,TUR,F,Judo,0,0,0,1
2012,TUR,F,Judo,0,0,0,1
2016,TUR,F,Judo,0,0,0,3
2020,TUR,F,Judo,0,0,0,2
2024,TUR,F,Judo,0,0,0,3
2020,TUR,F,Karate,1,0,0,4
2016,TUR,F,Modern Pentathlon,0,0,0,1
2020,TUR,F,Modern Pentathlon,0,0,0,1
2024,TUR,F,Modern Pentathlon,0,0,0,1
2024,TUR,F,Rowing,0,0,0,1
1996,TUR,F,Sailing,0,0,0,1
2000,TUR,F,Sailing,0,0,0,1
2008,TUR,F,Sailing,0,0,0,1
2012,TUR,F,Sailing,0,0,0,1
2016,TUR,F,Sailing,0,0,0,2
2020,TUR,F,Sailing,0,0,0,4
2024,TUR,F,Sailing,0,0,0,5
1988,TUR,F,Shooting,0,0,0,1
2000,TUR,F,Shooting,0,0,0,1
2012,TUR,F,Shooting,0,0,0,2
2024,TUR,F,Shooting,0,0,1,4
1996,TUR,F,Swimming,0,0,0,1
2000,TUR,F,Swimming,0,0,0,3
2004,TUR,F,Swimming,0,0,0,4
2008,TUR,F,Swimming,0,0,0,3
2012,TUR,F,Swimming,0,0,0,3
2016,TUR,F,Swimming,0,0,0,3
2020,TUR,F,Swimming,0,0,0,5
2024,TUR,F,Swimming,0,0,0,4
2008,TUR,F,Table Tennis,0,0,0,1
2012,TUR,F,Table Tennis,0,0,0,1
2016,TUR,F,Table Tennis,0,0,0,1
2024,TUR,F,Table Tennis,0,0,0,1
2000,TUR,F,Taekwondo,1,0,0,2
2008,TUR,F,Taekwondo,0,0,1,2
2012,TUR,F,Taekwondo,0,0,1,1
2016,TUR,F,Taekwondo,1,0,0,1
2020,TUR,F,Taekwondo,1,0,0,4
2024,TUR,F,Taekwondo,1,0,0,3
2016,TUR,F,Tennis,0,0,0,1
2012,TUR,F,Volleyball,0,0,0,12
2020,TUR,F,Volleyball,0,0,0,12
2024,TUR,F,Volleyball,0,0,0,13
2004,TUR,F,Weightlifting,0,1,0,3
2008,TUR,F,Weightlifting,0,0,1,2
2012,TUR,F,Weightlifting,0,0,0,4
2016,TUR,F,Weightlifting,0,0,0,3
2020,TUR,F,Weightlifting,0,0,0,1
2012,TUR,F,Wrestling,0,0,0,1
2016,TUR,F,Wrestling,0,0,0,5
2020,TUR,F,Wrestling,1,0,0,2
2024,TUR,F,Wrestling,1,0,0,5
1984,TUR,M,Archery,0,0,0,2
1988,TUR,M,Archery,0,0,0,3
1992,TUR,M,Archery,0,0,0,3
1996,TUR,M,Archery,0,0,0,1
2000,TUR,M,Archery,0,0,0,3
2004,TUR,M,Archery,0,0,0,1
2008,TUR,M,Archery,0,0,0,1
2016,TUR,M,Archery,0,0,0,1
2020,TUR,M,Archery,0,1,0,1
2024,TUR,M,Archery,1,0,0,3
1932,TUR,M,Art Competitions,0,0,0,1
1948,TUR,M,Art Competitions,0,0,0,1
1912,TUR,M,Athletics,0,0,0,2
1924,TUR,M,Athletics,0,0,0,4
1928,TUR,M,Athletics,0,0,0,5
1948,TUR,M,Athletics,1,0,0,12
1952,TUR,M,Athletics,0,0,0,13
1960,TUR,M,Athletics,0,0,0,10
1964,TUR,M,Athletics,0,0,0,4
1968,TUR,M,Athletics,0,0,0,4
1972,TUR,M,Athletics,0,0,0,3
1976,TUR,M,Athletics,0,0,0,2
1984,TUR,M,Athletics,0,0,0,4
1988,TUR,M,Athletics,0,0,0,3
1992,TUR,M,Athletics,0,0,0,2
1996,TUR,M,Athletics,0,0,0,1
2000,TUR,M,Athletics,0,0,0,1
2004,TUR,M,Athletics,1,0,0,4
2008,TUR,M,Athletics,0,0,0,6
2012,TUR,M,Athletics,0,0,0,8
2016,TUR,M,Athletics,1,0,0,18
2020,TUR,M,Athletics,0,0,0,16
2024,TUR,M,Athletics,0,0,0,10
1936,TUR,M,Basketball,0,0,0,8
1952,TUR,M,Basketball,0,0,0,11
1968,TUR,M,Boxing,0,0,0,6
1972,TUR,M,Boxing,0,0,0,7
1976,TUR,M,Boxing,0,0,0,3
1984,TUR,M,Boxing,2,0,0,6
1988,TUR,M,Boxing,0,0,0,4
1992,TUR,M,Boxing,0,0,0,1
1996,TUR,M,Boxing,0,0,1,8
2000,TUR,M,Boxing,0,0,0,9
2004,TUR,M,Boxing,0,0,1,7
2008,TUR,M,Boxing,1,0,0,5
2012,TUR,M,Boxing,0,0,0,6
2016,TUR,M,Boxing,0,0,0,6
2020,TUR,M,Boxing,0,0,0,3
2024,TUR,M,Boxing,0,0,0,2
